cluster_id,service_id,cluster_name,head_query,query_ids,candidate_count,intent,geo_scope,broad_frequency,phrase_frequency,exact_frequency,seasonality,webmaster_impressions,webmaster_clicks,serp_cohesion,target_url,url_action,priority,confidence,rationale,method,evidence,validation_status,review_status,reviewer,review_rationale
HOLD-15A8258BC551,S2,устройство газона схема — informational,устройство газона схема,K007268,1,informational,Yaroslavl_and_oblast,2,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/ustrojstvo-gazona-shema/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-15A8258BC551,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-182825428CBD,S2,как укладывать рулонный газон — informational,как укладывать рулонный газон,K001518|K001548|K001568|K001569|K001570|K001571|K001633|K001635|K001636|K001639|K001640|K006197|K006198|K006242|K006243|K006244,11,informational,Yaroslavl_and_oblast,16,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/kak-ukladyvat-rulonnyj-gazon/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-182825428CBD,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-1D9AC2530460,S3,схема посадки кустарников — informational,схема посадки кустарников,K002821|K002863|K002864|K006871|K006872|K006879|K006890,7,informational,Yaroslavl_and_oblast,11,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/normy-posadki-derevev/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-1D9AC2530460,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-208FF2D300B0,S8,купить трубу для заезда через канаву — product_only,купить трубу для заезда через канаву,K002040|K002041,1,product_only,Yaroslavl_and_oblast,8,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-208FF2D300B0,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-23F8882D4251,S2,рулонный газон под ключ — transactional,рулонный газон под ключ,K000599|K000600|K000601|K000731|K000732|K000733|K000734|K000735|K000740|K000741|K000742|K000743|K000745|K000746|K000747|K000748|K000753|K000754|K000755|K000756|K000757|K000758|K000760|K000777|K000778|K000779|K000780|K001354|K001355|K001356|K001491|K001492|K001959|K003183|K003184|K004857|K004886|K004887|K004979|K005041|K005476|K005481|K005482|K005483|K005486|K005487|K005488|K005489|K005490|K005491|K005492|K005493|K005494|K005495|K005496|K005497|K005498|K005499|K005500|K006224|K006225|K006226|K006227|K006228|K006229|K006230|K006231|K006232|K006233|K006234|K006235|K006409|K006410|K006524|K006748|K006749|K007090|K007091|K007092|K007093|K007094|K007095|K007099|K007120|K007121|K007225|K007265|K007266,61,transactional,Yaroslavl_and_oblast,3718,0,0,service_head_24m_dynamics_available,2,0,not_represented,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-23F8882D4251,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-28627278866D,S4,уход за гортензией в саду — commercial_research,уход за гортензией в саду,K000103|K000108|K000890|K001013|K001094|K001099|K001100|K001101|K001432|K001433|K001481|K001482|K001483|K001739|K001740|K001779|K001781|K001865|K001879|K001881|K002473|K002749|K002871|K003417|K003528|K004838|K005008|K005009|K005393|K005511|K005512|K005589|K005620|K005952|K005985|K005988|K006001|K006324|K006325|K006330|K006333|K006334|K006335|K006346|K006353|K006354|K006371|K006715|K006932|K006939|K007341|K007342|K007343|K007344|K007345|K007346|K007348|K007349|K007350|K007351|K007352|K007353|K007354|K007355|K007356|K007357|K007358|K007360|K007361|K007362|K007363|K007364|K007365|K007366|K007367|K007368|K007369|K007370|K007371|K007372|K007373|K007374|K007375|K007376|K007377|K007378|K007379|K007380|K007381|K007382|K007383|K007384|K007385|K007386|K007387|K007388|K007389|K007390|K007391|K007392|K007393|K007394|K007395|K007396|K007397|K007398|K007399|K007403|K007404|K007405|K007406|K007407|K007408|K007409|K007410|K007411|K007412|K007413|K007414|K007415|K007416|K007417|K007418|K007419|K007420|K007421|K007422|K007423|K007424|K007425|K007426|K007427|K007428|K007429|K007430|K007431|K007432|K007433|K007434|K007435|K007436|K007437|K007438|K007439|K007440|K007441|K007442|K007443|K007444|K007447|K007448|K007449|K007450|K007451|K007452|K007453|K007454|K007455|K007456|K007457|K007458|K007459|K007460|K007461|K007462|K007463|K007465|K007466|K007563|K007569|K007694|K007725|K007789,139,commercial_research,Yaroslavl_and_oblast,8698,0,0,service_head_24m_dynamics_available,2,0,not_represented,https://exp76.ru/services/ukhod-za-sadom/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-28627278866D,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-2BF5D16865EA,S3,купить кустарник для посадки — product_only,купить кустарник для посадки,K001241|K002003,2,product_only,Yaroslavl_and_oblast,4,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-2BF5D16865EA,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-2F188270E4C3,S8,купить заезд на участок — product_only,купить заезд на участок,K001280|K001992|K001993|K002038|K002039|K002042|K002043,4,product_only,Yaroslavl_and_oblast,178,0,0,service_head_24m_dynamics_available,1,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-2F188270E4C3,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-2F1C98E80F71,S8,как сделать заезд на участок — informational,как сделать заезд на участок,K000924|K000925|K001294|K001295|K001296|K001297|K001298|K001514|K001515|K001557|K001558|K001565|K001592|K001593|K001594|K001595|K001596|K001597|K001598,12,informational,Yaroslavl_and_oblast,83,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-2F1C98E80F71,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-32452491B993,S4,как выбрать секатор для обрезки кустарников — informational,как выбрать секатор для обрезки кустарников,K001505|K001506|K001507|K001508,2,informational,Yaroslavl_and_oblast,2,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/obrezka-derevev-shema/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-32452491B993,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-36F4098CF473,S3,купить деревья для посадки — product_only,купить деревья для посадки,K000145|K000262|K000790|K000791|K000792|K000812|K000870|K000871|K000872|K001796|K001954|K001955|K001956|K001968|K001969|K001970|K001971|K001972|K001973|K001974|K001975|K001976|K001977|K001978|K001979|K001980|K001981|K001982|K001983|K001984|K001985|K001986|K001987|K001988|K001989|K001991|K001996|K001997|K001998|K001999|K002000|K002001|K002002|K002006|K002007|K002015|K002019|K002046|K002460|K006476|K006950,43,product_only,Yaroslavl_and_oblast,3366,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-36F4098CF473,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
