destination_id,service_id,page_role,parent_destination_id,current_url,proposed_url,canonical_url,primary_cluster_id,source_cluster_ids,url_action,publication_status,evidence_refs,review_status,reviewer,rationale
S6-ARTICLE-DIY-RETAINING-WALL,S6,article,S6-HUB,,https://exp76.ru/podpornaya-stenka-na-uchastke-svoimi-rukami/,https://exp76.ru/podpornaya-stenka-na-uchastke-svoimi-rukami/,HOLD-70212404217F,HOLD-70212404217F|HOLD-544177B45D38,article,backlog,missing_representative_serp:HOLD-70212404217F,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S1-ARTICLE-72FBB49E67C8,S1,article,S1-HUB,,https://exp76.ru/kak-rasschitat-inzhenernoe-blagoustrojstvo-uchastka/,https://exp76.ru/kak-rasschitat-inzhenernoe-blagoustrojstvo-uchastka/,HOLD-72FBB49E67C8,HOLD-72FBB49E67C8,article,backlog,missing_representative_serp:HOLD-72FBB49E67C8,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S5-ARTICLE-74B3B2B18DA4,S5,article,S5-HUB,,https://exp76.ru/vyravnivanie-uchastka-svoimi-rukami/,https://exp76.ru/vyravnivanie-uchastka-svoimi-rukami/,HOLD-74B3B2B18DA4,HOLD-74B3B2B18DA4,article,backlog,missing_representative_serp:HOLD-74B3B2B18DA4,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S1-ARTICLE-DIY-DESIGN,S1,article,S1-HUB,,https://exp76.ru/dizajn-proekt-uchastka-svoimi-rukami/,https://exp76.ru/dizajn-proekt-uchastka-svoimi-rukami/,HOLD-9CF4ABC55090,HOLD-9CF4ABC55090|HOLD-FD41CABAE854,article,backlog,missing_representative_serp:HOLD-9CF4ABC55090,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S3-ARTICLE-PLANTING-SCHEMES,S3,article,S3-HUB,,https://exp76.ru/normy-posadki-derevev/,https://exp76.ru/normy-posadki-derevev/,HOLD-A31AAE5725CD,HOLD-A31AAE5725CD|HOLD-1D9AC2530460|HOLD-AF75D8A25C90,article,backlog,missing_representative_serp:HOLD-A31AAE5725CD,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S8-ARTICLE-DIY-ENTRANCE,S8,article,S8-HUB,,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,HOLD-BE8C4D20F9A4,HOLD-BE8C4D20F9A4|HOLD-2F1C98E80F71|HOLD-5B52CBB329C4|HOLD-EB70299AA189,article,backlog,missing_representative_serp:HOLD-BE8C4D20F9A4,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S7-ARTICLE-DIY-LIGHTING,S7,article,S7-HUB,,https://exp76.ru/kak-sdelat-osveschenie-na-uchastke/,https://exp76.ru/kak-sdelat-osveschenie-na-uchastke/,HOLD-EC53FCBA2C1F,HOLD-EC53FCBA2C1F|HOLD-5A855707AEC1|HOLD-CA29C3BD9F29,article,backlog,missing_representative_serp:HOLD-EC53FCBA2C1F,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S4-ARTICLE-F668FF6F6190,S4,article,S4-HUB,,https://exp76.ru/shema-uhoda-za-sadom/,https://exp76.ru/shema-uhoda-za-sadom/,HOLD-F668FF6F6190,HOLD-F668FF6F6190,article,backlog,missing_representative_serp:HOLD-F668FF6F6190,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S5-ARTICLE-FF3B04A53D72,S5,article,S5-HUB,,https://exp76.ru/shema-planirovki-uchastka/,https://exp76.ru/shema-planirovki-uchastka/,HOLD-FF3B04A53D72,HOLD-FF3B04A53D72,article,backlog,missing_representative_serp:HOLD-FF3B04A53D72,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
S3-CHILD-KRUPNOMERY,S3,child_service,S3-HUB,,https://exp76.ru/posadka-krupnomerov/,https://exp76.ru/posadka-krupnomerov/,SERP-09010110F02E,SERP-09010110F02E,child,blocked_facts,Q000064,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact business offer is not confirmed by current source material, and Task 3 case/photo mapping is incomplete; publication is blocked on those facts."
S5-CHILD-VYRAVNIVANIE,S5,child_service,S5-HUB,,https://exp76.ru/vyravnivanie-uchastka/,https://exp76.ru/vyravnivanie-uchastka/,SERP-13FD00FC92C7,SERP-13FD00FC92C7|HOLD-4E5B4B602503|SERP-3AF29E33EBAC|SERP-F560E613866F,child,blocked_facts,Q000081|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
S2-CHILD-POSEVNOY-GAZON,S2,child_service,S2-HUB,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,https://exp76.ru/posevnoj-gazon-pod-kljuch/,SERP-6070ECC246E8,SERP-6070ECC246E8|SERP-1E2A5B0176EC|SERP-C1723250580F,child,blocked_facts,Q000047|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
S6-HUB,S6,hub,,https://exp76.ru/services/podpornye-stenki/,,https://exp76.ru/services/podpornye-stenki/,SERP-69104D6AA308,SERP-69104D6AA308|HOLD-6179B3D98517|SERP-3CDF6B2A903F|SERP-468BED4A1CF4|SERP-5703FC9B6AB2|SERP-951E1BC7177B|SERP-970C6936F24A,hub,ready,Q000104,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S7-HUB,S7,hub,,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,SERP-6979557B24CA,SERP-6979557B24CA|HOLD-E9DA472745AE|HOLD-F28F0E53D909|SERP-2716C16CFFC8|SERP-D0ED9EC8158D,hub,ready,Q000109,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S4-HUB,S4,hub,,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/services/ukhod-za-sadom/,SERP-6CE4B6AF888B,SERP-6CE4B6AF888B|HOLD-28627278866D|SERP-651B7A994F7E|SERP-7BD020023148|SERP-7DE3AAD9BA6E|SERP-AA3B1ED86F1C,hub,ready,Q000078,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S5-HUB,S5,hub,,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/services/planirovka-territorii/,SERP-6DB26688AA57,SERP-6DB26688AA57|HOLD-37D2E790086A|HOLD-915B86D6B9ED|SERP-01050EAE1F1F|SERP-0DD3D2B067B4|SERP-28A33A22AC12|SERP-38789FF53DEB|SERP-490CDCE58295|SERP-7CD860AE1E28|SERP-AA8EBFF26F36|SERP-AE4638D982DC,hub,ready,Q000094|Q000095,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S1-HUB,S1,hub,,https://exp76.ru/services/landshaftnoe-proektirovanie/,,https://exp76.ru/services/landshaftnoe-proektirovanie/,SERP-704B34378555,SERP-704B34378555|HOLD-94EF07DDD02E|HOLD-9DDC73BD2CD3|HOLD-C31745B2E9F7|SERP-06251F551165|SERP-125679FE4BFA|SERP-18995A41CDF6|SERP-48476265400C|SERP-4D594D564DC8|SERP-AD553C0B8A2D|SERP-BE9D594EE9B4|SERP-E3CEDAA277E9|SERP-E7E51C21D43B,hub,ready,Q000019,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SPECIAL-SERVICES-CATALOG,S1,special,,https://exp76.ru/services/,,https://exp76.ru/services/,SERP-7A77EA65DFCA,SERP-7A77EA65DFCA|HOLD-07E2BACAC1EA|HOLD-448EB54B315D|HOLD-81D00C204EE9|SERP-0FA0C101C6DD|SERP-501565B73C13|SERP-87C0A7353C83|SERP-A0149C55D54D|SERP-AB14F61F8612|SERP-BA00FDE71D08|SERP-E5B256F4A786|SERP-FCAB83A5E3BE,special,ready,Q000005,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.
S4-CHILD-OBREZKA,S4,child_service,S4-HUB,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,https://exp76.ru/obrezka-derevev-i-kustarnikov/,SERP-B592CED7E831,SERP-B592CED7E831|HOLD-0D178048D6E9|SERP-0D0F2C22B0AB|SERP-8F99DD3FB843|SERP-ED6D674F80F1,child,blocked_facts,Q000072|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
S2-HUB,S2,hub,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,SERP-D06FD14A8839,SERP-D06FD14A8839|HOLD-23F8882D4251|HOLD-973F3BFE6409|HOLD-C135773E31D9|SERP-63EDD3F67224|SERP-AD8EAA1CDE40|SERP-E492AC35BA1A,hub,ready,Q000040|Q000041,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S2-CHILD-RULONNY-GAZON,S2,child_service,S2-HUB,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,SERP-D405C455A674,SERP-D405C455A674|HOLD-38F85CB02478|HOLD-89A4E8CC1C19|SERP-0767F40D1ED4|SERP-151040020C7C|SERP-4D82034EB5C5|SERP-634958A3C2DB|SERP-7C47C44022BF,child,blocked_facts,Q000052|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping."
S8-HUB,S8,hub,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,SERP-DA28A58E74C6,SERP-DA28A58E74C6|HOLD-69BD3745F445|HOLD-6C8BD897EC93|HOLD-86F8E876B7EA|HOLD-ADD9FC08AC1E|HOLD-B8BA815347B8|HOLD-F18CA983788E|SERP-040A03E7E8F3|SERP-28E8746F1C7F|SERP-46D9E5DD0AF8|SERP-504953171519|SERP-57EC0E41B977|SERP-854ADA9B5F75|SERP-88BDA565D7AA|SERP-95322B4882AA|SERP-AA4C9E8989B0|SERP-D5D9845EEF9D,hub,ready,Q000117|Q000118,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
S3-HUB,S3,hub,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,SERP-F24614ECFE67,SERP-F24614ECFE67|HOLD-6AE9AB011A17|HOLD-D5EEA7CA5259|SERP-02C1679FE41B|SERP-3DA3A83AC9A8|SERP-65D0D96753C1|SERP-785822A3ED71|SERP-9F051612A9DA|SERP-A2EE2A3C7677|SERP-B063D3C3AD98,hub,ready,Q000063,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
SPECIAL-BRAND-HOMEPAGE,,special,,https://exp76.ru/,,https://exp76.ru/,SPECIAL-BRAND-HOMEPAGE,SPECIAL-BRAND-HOMEPAGE,special,ready,existing_special_owner,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.
SPECIAL-CALCULATOR,S1|S3|S4,special,,https://exp76.ru/kalkuljator-uslug/,,https://exp76.ru/kalkuljator-uslug/,SPECIAL-CALCULATOR,SPECIAL-CALCULATOR,special,ready,existing_special_owner,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.
