destination_id,service_id,title,slug,query,parent_hub,parent_hub_url,current_url,target_url,url_action,current_wp_id,current_post_type,target_template,excluded_primary_intents,business_evidence,semantic_evidence,boundary,publication_status
S3-CHILD-CONIFERS,S3,Посадка хвойных деревьев,posadka-hvojnyh-derevev,услуги посадки хвойных деревьев,S3-HUB,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,https://exp76.ru/posadka-hvojnyh-derevev/,create,,,,,business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Хвойные посадки],SERP-785822A3ED71|wordstat:Yaroslavl_oblast=44,Хвойные деревья и группы; постоянный уход принадлежит S4.,ready
S3-CHILD-SHRUBS,S3,Посадка кустарников,posadka-kustarnikov,посадка кустарников под ключ,S3-HUB,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,https://exp76.ru/posadka-kustarnikov/,create,,,,,business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Кустарники и группы],SERP-3DA3A83AC9A8|wordstat:Yaroslavl_oblast=218,Кустарниковые группы; обрезка и обслуживание принадлежат S4.,ready
S3-CHILD-LARGE,S3,Посадка крупномеров,posadka-krupnomerov,посадка крупномеров цена,S3-HUB,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,https://exp76.ru/posadka-krupnomerov/,create,,,,,business_source:service-v2/posadka-derevev-i-kustarnikov.json#scope[Деревья и крупные формы],SERP-09010110F02E|wordstat:Yaroslavl_oblast=4,"Крупные формы, доставка и механизация; молодые деревья разведены по видам.",ready
S3-CHILD-HEDGE,S3,Посадка живой изгороди,posadka-zhivoj-izgorodi,посадка живой изгороди под ключ ярославль,S3-HUB,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,,https://exp76.ru/posadka-zhivoj-izgorodi/,create,,,,,business_source:wp-rest/pages/6871#content[посадка-кустарника-как-живая-изгородь],raw/expanded-serp-alternatives/yandex-api-Q000270.jsonl|Q000270,Создание линейной посадки; последующая стрижка и обслуживание принадлежат S4-SHRUB-PRUNING.,ready
S4-CHILD-TREE-PRUNING,S4,Обрезка деревьев,obrezka-derevev,заказать обрезку деревьев цена,S4-HUB,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/obrezka-derevev/,create,,,,,business_source:service-v2/ukhod-za-sadom.json#scope[Обрезка деревьев и кустарников],SERP-B592CED7E831|SERP-0D0F2C22B0AB|wordstat:Yaroslavl_oblast=494,Только деревья; кустарники и живая изгородь разведены.,ready
S4-CHILD-SHRUB-PRUNING,S4,Обрезка кустарников и живой изгороди,obrezka-kustarnikov-i-zhivoj-izgorodi,стрижка кустарников и живой изгороди цена,S4-HUB,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/obrezka-kustarnikov-i-zhivoj-izgorodi/,create,,,,,business_source:service-v2/ukhod-za-sadom.json#scope[Обрезка деревьев и кустарников],SERP-8F99DD3FB843|wordstat:Yaroslavl_oblast=58,Кустарники и изгороди; деревья остаются отдельной услугой.,ready
S4-CHILD-LAWN-CARE,S4,Уход и обслуживание газона,uhod-za-gazonom,услуги по уходу за газоном цена,S4-HUB,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/uhod-za-gazonom/,create,,,,,business_source:service-v2/ukhod-za-sadom.json#scope[Уход за газоном],raw/expanded-serp/yandex-api-Q000194.jsonl|Q000194|webmaster_query:стрижка и уход за газоном,Регулярный уход; устройство и капитальное восстановление принадлежат S2.,ready
S4-CHILD-FLOWERBEDS,S4,Уход за цветниками и клумбами,uhod-za-cvetnikami-i-klumbami,услуги по уходу за цветниками и клумбами,S4-HUB,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/uhod-za-cvetnikami-i-klumbami/,create,,,,,"business_source:service-v2/ukhod-za-sadom.json#scope[Цветники, клумбы и декоративные зоны]",raw/expanded-serp/yandex-api-Q000195.jsonl|Q000195,Обслуживание существующих цветников; создание посадок принадлежит S3.,ready
S4-CHILD-PEST,S4,Обработка сада от болезней и вредителей,obrabotka-sada-ot-boleznej-i-vreditelej,обработка сада от болезней и вредителей цена ярославль,S4-HUB,https://exp76.ru/services/ukhod-za-sadom/,,https://exp76.ru/obrabotka-sada-ot-boleznej-i-vreditelej/,create,,,,,business_source:wp-rest/pages/9357#content[обработки-от-вредителей-и-возбудителей-болезней],raw/expanded-serp-finalization/yandex-api-Q000273.jsonl|Q000273,"Только диагностика и обработка растений; клещи, комары и санитарная обработка территории исключаются.",ready
S5-CHILD-LEVEL,S5,Выравнивание участка,vyravnivanie-uchastka,выравнивание участка цена,S5-HUB,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/vyravnivanie-uchastka/,create,,,,,business_source:service-v2/planirovka-territorii.json#scope[Выравнивание и формирование поверхностей],SERP-13FD00FC92C7|SERP-3AF29E33EBAC|wordstat:Yaroslavl_oblast=251,Результат — ровная поверхность; специальные технологии и назначения разведены.,ready
S5-CHILD-VERTICAL,S5,Вертикальная планировка и формирование уклонов,vertikalnaya-planirovka-uchastka,вертикальная планировка участка цена,S5-HUB,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/vertikalnaya-planirovka-uchastka/,create,,,,,business_source:service-v2/planirovka-territorii.json#intro[рельеф и направление воды],wordstat:Yaroslavl_oblast=4|Q000080,Физическое формирование отметок; проект рельефа принадлежит S1.,ready
S5-CHILD-MACHINERY,S5,Планировка участка спецтехникой,planirovka-uchastka-spectehnikoj,планировка участка трактором цена ярославль,S5-HUB,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/planirovka-uchastka-spectehnikoj/,create,,,,,business_source:wp-rest/pages/10345+9533+9415+8640+8613#completed-planning|media:planirovka_territorii2.webp+planirovka_territorii6.webp,raw/expanded-serp/yandex-api-Q000204.jsonl|Q000204|wordstat:Yaroslavl_oblast[планировка участка трактором]=6,Работы техникой с оператором и измеримым результатом; аренда техники без работ исключается.,ready
S5-CHILD-FILL,S5,Отсыпка и подъём участка грунтом,otsypka-i-podem-uchastka,отсыпка и подъем участка грунтом цена,S5-HUB,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/otsypka-i-podem-uchastka/,create,,,,,business_source:service-v2/planirovka-territorii.json#pricing[добавить или вывезти грунт],SERP-490CDCE58295|wordstat:Yaroslavl_oblast=7,Добавление материала и изменение отметок; продажа грунта исключается.,ready
S5-CHILD-CULTIVATION,S5,Культивация участка,kultivaciya-uchastka,культивация участка цена за сотку ярославль,S5-HUB,https://exp76.ru/services/planirovka-territorii/,,https://exp76.ru/kultivaciya-uchastka/,create,,,,,business_source:wp-rest/pages/8636#content[культивирование-земли+планировка],raw/expanded-serp-finalization/yandex-api-Q000274.jsonl|Q000274,"Отдельная механическая обработка земли; планировка рельефа, посев и устройство газона не входят.",ready
S5-CHILD-STUMPS,S5,Корчевание пней на участке,vykorchevyvanie-pnejj-spil-derevev,корчевание пней цена ярославль,S5-HUB,https://exp76.ru/services/planirovka-territorii/,https://exp76.ru/services/vykorchevyvanie-pnejj-spil-derevev/,https://exp76.ru/services/vykorchevyvanie-pnejj-spil-derevev/,reuse,6870,page,servicepost.php,обрезка|спил деревьев|фрезеровка пней,business_source:wp-rest/pages/6870#content[отдельная-услуга-викорчевывание-пней]+wp-rest/pages/8613#content[корчевание-пней-и-планировка],raw/yandex-browser-serp-stump/yandex-browser-YB000002.json|YB000002|raw/reviewed-suggest-v6/yandex-suggest-YS000553.jsonl|YS000553|raw/yandex-browser-serp/yandex-browser-YB000001.json|YB000001,Корчевание и удаление пней с расчисткой места под дальнейшие работы. Формирующая и санитарная обрезка принадлежит S4; вывоз строительного мусора не входит.,ready
S6-CHILD-CONCRETE,S6,Бетонные подпорные стенки,betonnaya-podpornaya-stenka,устройство бетонной подпорной стенки,S6-HUB,https://exp76.ru/services/podpornye-stenki/,,https://exp76.ru/betonnaya-podpornaya-stenka/,create,,,,,business_source:service-v2/podpornye-stenki.json#scope[Бетонные конструкции],SERP-3CDF6B2A903F|wordstat:Yaroslavl_oblast=6,Монолитный бетон; блоки и декоративная кладка разведены.,ready
S6-CHILD-STONE,S6,Подпорные стенки из камня и кирпича,podpornaya-stenka-iz-kamnya-i-kirpicha,строительство подпорной стенки из камня или кирпича ярославль,S6-HUB,https://exp76.ru/services/podpornye-stenki/,,https://exp76.ru/podpornaya-stenka-iz-kamnya-i-kirpicha/,create,,,,,business_source:wp-rest/pages/676#content[камень+кирпич],raw/expanded-serp/yandex-api-Q000215.jsonl|Q000215|raw/expanded-serp-targeted/yandex-api-Q000256.jsonl|Q000256|raw/expanded-serp/yandex-api-Q000217.jsonl|Q000217|raw/expanded-serp-targeted/yandex-api-Q000258.jsonl|Q000258,Каменная и кирпичная кладка объединены; монолитный бетон и сборные ЖБ-блоки остаются отдельными технологиями.,ready
S6-CHILD-WOOD,S6,Деревянные подпорные стенки,podpornaya-stenka-iz-dereva,деревянная подпорная стенка цена работы ярославль,S6-HUB,https://exp76.ru/services/podpornye-stenki/,,https://exp76.ru/podpornaya-stenka-iz-dereva/,create,,,,,business_source:wp-rest/pages/676#content[услуги-из-любых-материалов+дерево],raw/expanded-serp-finalization/yandex-api-Q000276.jsonl|Q000276|raw/reviewed-suggest-v6/yandex-suggest-YS000559.jsonl|YS000559,Только невысокие деревянные или бревенчатые конструкции после оценки применимости; заборы и декоративные ограждения исключаются.,ready
S7-CHILD-DESIGN,S7,Проект освещения участка,proekt-osveshcheniya-uchastka,проектирование освещения участка цена,S7-HUB,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,https://exp76.ru/proekt-osveshcheniya-uchastka/,create,,,,,business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#process[проектирование],wordstat:Yaroslavl_oblast=2,Схема и проект; физический монтаж остаётся соседней услуге.,ready
S7-CHILD-INSTALL,S7,Монтаж уличного освещения участка,montazh-osveshcheniya-uchastka,монтаж уличного освещения участка цена,S7-HUB,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,https://exp76.ru/montazh-osveshcheniya-uchastka/,create,,,,,business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#process[монтаж],SERP-6979557B24CA|wordstat:Yaroslavl_oblast[устройство]=8,Комплексный монтаж; отдельные сценарии света разведены.,ready
S7-CHILD-LANDSCAPE,S7,Ландшафтное и декоративное освещение сада,landshaftnoe-osveshchenie-uchastka,монтаж ландшафтного освещения участка,S7-HUB,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,https://exp76.ru/landshaftnoe-osveshchenie-uchastka/,create,,,,,business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#scope[Декоративный свет в саду],SERP-D0ED9EC8158D|wordstat:Yaroslavl_oblast=23,Сад и композиция; архитектурная подсветка дома разведена.,ready
S7-CHILD-ARCHITECTURAL,S7,Архитектурная подсветка частного дома,arhitekturnaya-podsvetka-doma,монтаж архитектурной подсветки частного дома,S7-HUB,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,,https://exp76.ru/arhitekturnaya-podsvetka-doma/,create,,,,,business_source:service-v2/ulichnoe-osveshhenie-uchastka.json#scope[Архитектурная подсветка],raw/expanded-serp/yandex-api-Q000227.jsonl|Q000227|raw/expanded-serp-targeted/yandex-api-Q000262.jsonl|Q000262,Фасад и архитектура дома; садовое освещение остаётся S7-LANDSCAPE.,ready
S7-CHILD-HOLIDAY,S7,Новогоднее освещение загородного дома,novogodnee-osveshhenie-zagorodnogo-doma-v-rybinske-i-jaroslavskojj-oblasti,монтаж новогоднего освещения дома ярославль,S7-HUB,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,https://exp76.ru/novogodnee-osveshhenie-zagorodnogo-doma-v-rybinske-i-jaroslavskojj-oblasti/,https://exp76.ru/novogodnee-osveshhenie-zagorodnogo-doma-v-rybinske-i-jaroslavskojj-oblasti/,reuse,10381,page,servicepost.php,постоянное фасадное освещение|ландшафтное освещение,business_source:wp-rest/pages/10381#published-service,raw/expanded-serp-alternatives/yandex-api-Q000272.jsonl|Q000272,Сезонный монтаж праздничной подсветки; постоянное фасадное освещение принадлежит S7-ARCHITECTURAL.,ready
S8-CHILD-PIPE,S8,Укладка водопропускной трубы в канаву,truba-v-kanavu-dlya-zaezda,установка водопропускной трубы в канаву для въезда,S8-HUB,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,https://exp76.ru/truba-v-kanavu-dlya-zaezda/,create,,,,,business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Водопропускная часть],SERP-854ADA9B5F75|Q000140|wordstat:Yaroslavl_oblast=25,Установка трубы с сохранением стока; продажа трубы исключается.,ready
S8-CHILD-GRAVEL,S8,Щебёночный въезд на участок,shchebenochnyy-vezd-na-uchastok,отсыпка въезда на участок щебнем цена,S8-HUB,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,https://exp76.ru/shchebenochnyy-vezd-na-uchastok/,create,,,,,business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Щебёночный вариант],wordstat:Yaroslavl_oblast[щебень для заезда]=5,Щебёночное исполнение; бетонный вариант разведён.,ready
S8-CHILD-CONCRETE,S8,Бетонный въезд через канаву,betonnyy-vezd-cherez-kanavu,устройство бетонного въезда через канаву,S8-HUB,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,https://exp76.ru/betonnyy-vezd-cherez-kanavu/,create,,,,,business_source:service-v2/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch.json#scope[Бетонный вариант],wordstat:Yaroslavl_oblast=1,Бетонная конструкция; мощение остаётся у защищённого владельца.,ready
S8-CHILD-PARKING,S8,Въезд через канаву с парковочной площадкой,vezd-cherez-kanavu-s-parkovochnoj-ploshchadkoj,въезд на участок с парковочной площадкой под ключ ярославль,S8-HUB,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,,https://exp76.ru/vezd-cherez-kanavu-s-parkovochnoj-ploshchadkoj/,create,,,,,business_source:wp-rest/pages/9282#content[въездная-площадка+площадка-для-автомобиля],raw/expanded-serp-finalization/yandex-api-Q000280.jsonl|Q000280|raw/serp/yandex-api-Q000129.jsonl|Q000129|raw/serp/yandex-api-Q000131.jsonl|Q000131,"Только переход через канаву с площадкой непосредственно за ним; отдельная парковка, плитка и мощение принадлежат защищённому владельцу.",ready
